NOMBRE_IES,NOMBRE_CARRERA,Mean(INGRESO_MENSUAL_USD),Count(SITUACION_LABORAL),Mean(MESES_CONSEGUIR_EMPLEO),AÑO,NOMBRE_IES_LIMPIO,TOTAL_ESTUDIANTES,TOTAL_DOCENTES,TOTAL_ARTICULOS,NOMBRE_IES (Right),TIPO_IES,TIPO_FINANCIAMIENTO,NOMBRE_CARRERA (Right),CAMPO_AMPLIO,NIVEL_FORMACIÓN,MODALIDAD,PROVINCIA,CANTÓN,ESTADO,NOMBRE_IES_LIMPIO (Right)
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,MEDICINA,555.1818641896232,1561,11.918001281229984,2020,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,23308,2512,577,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,MEDICINA,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL O PREGRADO,PRESENCIAL,PICHINCHA,QUITO,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,MEDICINA,555.1818641896232,1561,11.918001281229984,2021,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,26553,2366,442,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,MEDICINA,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL O PREGRADO,PRESENCIAL,PICHINCHA,QUITO,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,MEDICINA,555.1818641896232,1561,11.918001281229984,2022,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,28132,2648,353,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,MEDICINA,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL O PREGRADO,PRESENCIAL,PICHINCHA,QUITO,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,ENFERMERIA,557.0814930114348,1574,12.121346886912315,2015,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,20738,2076,173,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,ENFERMERIA,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL O PREGRADO,PRESENCIAL,SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO DE LOS COLORADOS,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,ENFERMERIA,557.0814930114348,1574,12.121346886912315,2016,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,15497,2060,262,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,ENFERMERIA,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL O PREGRADO,PRESENCIAL,SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO DE LOS COLORADOS,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,ENFERMERIA,557.0814930114348,1574,12.121346886912315,2017,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,21438,2068,310,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,ENFERMERIA,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL O PREGRADO,PRESENCIAL,SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO DE LOS COLORADOS,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,ENFERMERIA,557.0814930114348,1574,12.121346886912315,2018,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,22908,2927,419,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,ENFERMERIA,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL O PREGRADO,PRESENCIAL,SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO DE LOS COLORADOS,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,ENFERMERIA,557.0814930114348,1574,12.121346886912315,2019,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,22393,2715,413,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,ENFERMERIA,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL O PREGRADO,PRESENCIAL,SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO DE LOS COLORADOS,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,ENFERMERIA,557.0814930114348,1574,12.121346886912315,2020,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,23308,2512,577,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,ENFERMERIA,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL O PREGRADO,PRESENCIAL,SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO DE LOS COLORADOS,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,ENFERMERIA,557.0814930114348,1574,12.121346886912315,2021,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,26553,2366,442,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,ENFERMERIA,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL O PREGRADO,PRESENCIAL,SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO DE LOS COLORADOS,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,ENFERMERIA,557.0814930114348,1574,12.121346886912315,2022,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,28132,2648,353,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,ENFERMERIA,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL O PREGRADO,PRESENCIAL,SANTO DOMINGO DE LOS TSÁCHILAS,SANTO DOMINGO DE LOS COLORADOS,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,INGENIERIA AGROINDUSTRIAL,547.9107849604245,1516,11.7816622691293,2015,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,20738,2076,173,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,INGENIERIA AGROINDUSTRIAL,AGRICULTURA,TERCER NIVEL O PREGRADO,PRESENCIAL,MANABÍ,CHONE,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,INGENIERIA AGROINDUSTRIAL,547.9107849604245,1516,11.7816622691293,2016,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,15497,2060,262,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,INGENIERIA AGROINDUSTRIAL,AGRICULTURA,TERCER NIVEL O PREGRADO,PRESENCIAL,MANABÍ,CHONE,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,INGENIERIA AGROINDUSTRIAL,547.9107849604245,1516,11.7816622691293,2017,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,21438,2068,310,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,INGENIERIA AGROINDUSTRIAL,AGRICULTURA,TERCER NIVEL O PREGRADO,PRESENCIAL,MANABÍ,CHONE,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,INGENIERIA AGROINDUSTRIAL,547.9107849604245,1516,11.7816622691293,2018,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,22908,2927,419,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,INGENIERIA AGROINDUSTRIAL,AGRICULTURA,TERCER NIVEL O PREGRADO,PRESENCIAL,MANABÍ,CHONE,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,INGENIERIA AGROINDUSTRIAL,547.9107849604245,1516,11.7816622691293,2019,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,22393,2715,413,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,INGENIERIA AGROINDUSTRIAL,AGRICULTURA,TERCER NIVEL O PREGRADO,PRESENCIAL,MANABÍ,CHONE,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,INGENIERIA AGROINDUSTRIAL,547.9107849604245,1516,11.7816622691293,2020,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,23308,2512,577,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,INGENIERIA AGROINDUSTRIAL,AGRICULTURA,TERCER NIVEL O PREGRADO,PRESENCIAL,MANABÍ,CHONE,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,INGENIERIA AGROINDUSTRIAL,547.9107849604245,1516,11.7816622691293,2021,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,26553,2366,442,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,INGENIERIA AGROINDUSTRIAL,AGRICULTURA,TERCER NIVEL O PREGRADO,PRESENCIAL,MANABÍ,CHONE,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,INGENIERIA AGROINDUSTRIAL,547.9107849604245,1516,11.7816622691293,2022,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,28132,2648,353,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,INGENIERIA AGROINDUSTRIAL,AGRICULTURA,TERCER NIVEL O PREGRADO,PRESENCIAL,MANABÍ,CHONE,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,ENFERMERIA,557.0814930114348,1574,12.121346886912315,2015,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,20738,2076,173,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,ENFERMERIA,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL TÉCNICO SUPERIOR,PRESENCIAL,PICHINCHA,QUITO,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,ENFERMERIA,557.0814930114348,1574,12.121346886912315,2016,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,15497,2060,262,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,ENFERMERIA,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL TÉCNICO SUPERIOR,PRESENCIAL,PICHINCHA,QUITO,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,ENFERMERIA,557.0814930114348,1574,12.121346886912315,2017,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,21438,2068,310,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,ENFERMERIA,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL TÉCNICO SUPERIOR,PRESENCIAL,PICHINCHA,QUITO,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,ENFERMERIA,557.0814930114348,1574,12.121346886912315,2018,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,22908,2927,419,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,ENFERMERIA,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL TÉCNICO SUPERIOR,PRESENCIAL,PICHINCHA,QUITO,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,ENFERMERIA,557.0814930114348,1574,12.121346886912315,2019,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,22393,2715,413,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,ENFERMERIA,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL TÉCNICO SUPERIOR,PRESENCIAL,PICHINCHA,QUITO,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,ENFERMERIA,557.0814930114348,1574,12.121346886912315,2020,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,23308,2512,577,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,ENFERMERIA,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL TÉCNICO SUPERIOR,PRESENCIAL,PICHINCHA,QUITO,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,ENFERMERIA,557.0814930114348,1574,12.121346886912315,2021,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,26553,2366,442,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,ENFERMERIA,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL TÉCNICO SUPERIOR,PRESENCIAL,PICHINCHA,QUITO,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,ENFERMERIA,557.0814930114348,1574,12.121346886912315,2022,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,28132,2648,353,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,ENFERMERIA,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL TÉCNICO SUPERIOR,PRESENCIAL,PICHINCHA,QUITO,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,INGENIERIA EN SISTEMAS,562.6932538104712,1509,12.082173624917145,2015,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,20738,2076,173,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,INGENIERIA EN SISTEMAS,CIENCIAS,TERCER NIVEL O PREGRADO,PRESENCIAL,IMBABURA,IBARRA,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,INGENIERIA EN SISTEMAS,562.6932538104712,1509,12.082173624917145,2016,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,15497,2060,262,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,INGENIERIA EN SISTEMAS,CIENCIAS,TERCER NIVEL O PREGRADO,PRESENCIAL,IMBABURA,IBARRA,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,INGENIERIA EN SISTEMAS,562.6932538104712,1509,12.082173624917145,2017,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,21438,2068,310,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,INGENIERIA EN SISTEMAS,CIENCIAS,TERCER NIVEL O PREGRADO,PRESENCIAL,IMBABURA,IBARRA,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,INGENIERIA EN SISTEMAS,562.6932538104712,1509,12.082173624917145,2018,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,22908,2927,419,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,INGENIERIA EN SISTEMAS,CIENCIAS,TERCER NIVEL O PREGRADO,PRESENCIAL,IMBABURA,IBARRA,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,INGENIERIA EN SISTEMAS,562.6932538104712,1509,12.082173624917145,2019,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,22393,2715,413,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,INGENIERIA EN SISTEMAS,CIENCIAS,TERCER NIVEL O PREGRADO,PRESENCIAL,IMBABURA,IBARRA,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,INGENIERIA EN SISTEMAS,562.6932538104712,1509,12.082173624917145,2020,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,23308,2512,577,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,INGENIERIA EN SISTEMAS,CIENCIAS,TERCER NIVEL O PREGRADO,PRESENCIAL,IMBABURA,IBARRA,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,INGENIERIA EN SISTEMAS,562.6932538104712,1509,12.082173624917145,2021,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,26553,2366,442,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,INGENIERIA EN SISTEMAS,CIENCIAS,TERCER NIVEL O PREGRADO,PRESENCIAL,IMBABURA,IBARRA,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,INGENIERIA EN SISTEMAS,562.6932538104712,1509,12.082173624917145,2022,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,28132,2648,353,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,UNIVERSIDAD,PARTICULAR COFINANCIADA,INGENIERIA EN SISTEMAS,CIENCIAS,TERCER NIVEL O PREGRADO,PRESENCIAL,IMBABURA,IBARRA,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR
UNIVERSIDAD CATOLICA DE SANTIAGO DE GUAYAQUIL,ENFERMERIA,551.5845830553707,1499,12.150100066711138,2015,UNIVERSIDAD CATOLICA DE SANTIAGO DE GUAYAQUIL,20256,1479,81,UNIVERSIDAD CATOLICA DE SANTIAGO DE GUAYAQUIL,UNIVERSIDAD,PARTICULAR COFINANCIADA,ENFERMERIA,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL O PREGRADO,PRESENCIAL,GUAYAS,GUAYAQUIL,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,UNIVERSIDAD CATOLICA DE SANTIAGO DE GUAYAQUIL
UNIVERSIDAD CATOLICA DE SANTIAGO DE GUAYAQUIL,ENFERMERIA,551.5845830553707,1499,12.150100066711138,2016,UNIVERSIDAD CATOLICA DE SANTIAGO DE GUAYAQUIL,19364,1351,104,UNIVERSIDAD CATOLICA DE SANTIAGO DE GUAYAQUIL,UNIVERSIDAD,PARTICULAR COFINANCIADA,ENFERMERIA,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL O PREGRADO,PRESENCIAL,GUAYAS,GUAYAQUIL,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,UNIVERSIDAD CATOLICA DE SANTIAGO DE GUAYAQUIL
UNIVERSIDAD CATOLICA DE SANTIAGO DE GUAYAQUIL,ENFERMERIA,551.5845830553707,1499,12.150100066711138,2017,UNIVERSIDAD CATOLICA DE SANTIAGO DE GUAYAQUIL,18003,1149,135,UNIVERSIDAD CATOLICA DE SANTIAGO DE GUAYAQUIL,UNIVERSIDAD,PARTICULAR COFINANCIADA,ENFERMERIA,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL O PREGRADO,PRESENCIAL,GUAYAS,GUAYAQUIL,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,UNIVERSIDAD CATOLICA DE SANTIAGO DE GUAYAQUIL
UNIVERSIDAD CATOLICA DE SANTIAGO DE GUAYAQUIL,ENFERMERIA,551.5845830553707,1499,12.150100066711138,2018,UNIVERSIDAD CATOLICA DE SANTIAGO DE GUAYAQUIL,18052,1263,129,UNIVERSIDAD CATOLICA DE SANTIAGO DE GUAYAQUIL,UNIVERSIDAD,PARTICULAR COFINANCIADA,ENFERMERIA,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL O PREGRADO,PRESENCIAL,GUAYAS,GUAYAQUIL,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,UNIVERSIDAD CATOLICA DE SANTIAGO DE GUAYAQUIL
UNIVERSIDAD DE LAS AMERICAS,ODONTOLOGIA,558.7928627708467,1523,11.684175968483238,2018,UNIVERSIDAD DE LAS AMERICAS,18389,1285,106,UNIVERSIDAD DE LAS AMERICAS,UNIVERSIDAD,PARTICULAR AUTOFINANCIADA,ODONTOLOGIA,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL O PREGRADO,PRESENCIAL,PICHINCHA,QUITO,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,UNIVERSIDAD DE LAS AMERICAS
UNIVERSIDAD CATOLICA DE SANTIAGO DE GUAYAQUIL,ENFERMERIA,551.5845830553707,1499,12.150100066711138,2019,UNIVERSIDAD CATOLICA DE SANTIAGO DE GUAYAQUIL,17913,1305,122,UNIVERSIDAD CATOLICA DE SANTIAGO DE GUAYAQUIL,UNIVERSIDAD,PARTICULAR COFINANCIADA,ENFERMERIA,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL O PREGRADO,PRESENCIAL,GUAYAS,GUAYAQUIL,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,UNIVERSIDAD CATOLICA DE SANTIAGO DE GUAYAQUIL
UNIVERSIDAD CATOLICA DE SANTIAGO DE GUAYAQUIL,ENFERMERIA,551.5845830553707,1499,12.150100066711138,2020,UNIVERSIDAD CATOLICA DE SANTIAGO DE GUAYAQUIL,16139,1086,162,UNIVERSIDAD CATOLICA DE SANTIAGO DE GUAYAQUIL,UNIVERSIDAD,PARTICULAR COFINANCIADA,ENFERMERIA,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL O PREGRADO,PRESENCIAL,GUAYAS,GUAYAQUIL,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,UNIVERSIDAD CATOLICA DE SANTIAGO DE GUAYAQUIL
UNIVERSIDAD CATOLICA DE SANTIAGO DE GUAYAQUIL,ENFERMERIA,551.5845830553707,1499,12.150100066711138,2021,UNIVERSIDAD CATOLICA DE SANTIAGO DE GUAYAQUIL,15718,1030,110,UNIVERSIDAD CATOLICA DE SANTIAGO DE GUAYAQUIL,UNIVERSIDAD,PARTICULAR COFINANCIADA,ENFERMERIA,SALUD Y SERVICIOS SOCIALES,TERCER NIVEL O PREGRADO,PRESENCIAL,GUAYAS,GUAYAQUIL,NO VIGENTE HABILITADO PARA REGISTRO DE TÍTULOS,UNIVERSIDAD CATOLICA DE SANTIAGO DE GUAYAQUIL
